student_name	problem_name	skill	selection	actual input	subgoal_name	outcome
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	typein	LHS	-61.08+6.36x	[-61.08-9.61x+15.97x = -29.02-15.97x+15.97x]typein	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	add	SKILL	-61.08	[-61.08+6.36x = -29.02]add	BUG
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	subtract	SKILL	61.08	[-61.08+6.36x = -29.02]subtract	BUG
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	add	SKILL	-61.08	[-61.08+6.36x = -29.02]add	BUG
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	add	SKILL	61.08	[-61.08+6.36x = -29.02]add	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	typein	LHS	6.36x	[-61.08+6.36x+61.08 = -29.02+61.08]typein	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	typein	RHS	32.06	[-61.08+6.36x+61.08 = -29.02+61.08]typein	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	divide	SKILL	6.36	[6.36x = 32.06]divide	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	typein	LHS	x	[6.36x/6.36 = 32.06/6.36]typein	OK
STU_Hrje STU_Hrje	-61.08-9.61x = -29.02-15.97x	typein	RHS	5.0408	[6.36x/6.36 = 32.06/6.36]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	add	SKILL	5395.16	[-111.97x-5395.16 = 718.09x-539.07]add	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	LHS	-111.97x	[-111.97x-5395.16+5395.16 = 718.09x-539.07+5395.16]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	RHS	718.09x+4856.09	[-111.97x-5395.16+5395.16 = 718.09x-539.07+5395.16]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	subtract	SKILL	718.09x	[-111.97x = 718.09x+4856.09]subtract	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	RHS	4856.09	[-111.97x-718.09x = 718.09x+4856.09-718.09x]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	LHS	-830.06	[-111.97x-718.09x = 718.09x+4856.09-718.09x]typein	ERROR
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	LHS	-830.06x	[-111.97x-718.09x = 718.09x+4856.09-718.09x]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	divide	SKILL	-830.06	[-830.06x = 4856.09]divide	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	LHS	x	[-830.06x/-830.06 = 4856.09/-830.06]typein	OK
STU_Hrje STU_Hrje	-111.97x-5395.16 = 718.09x-539.07	typein	RHS	-5.8502	[-830.06x/-830.06 = 4856.09/-830.06]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	subtract	SKILL	986.18	[-1095.95-380.94x = 7687.07+986.18x]subtract	ERROR
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	subtract	SKILL	986.18x	[-1095.95-380.94x = 7687.07+986.18x]subtract	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	RHS	7687.07	[-1095.95-380.94x-986.18x = 7687.07+986.18x-986.18x]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	LHS	-2463.07	[-1095.95-380.94x-986.18x = 7687.07+986.18x-986.18x]typein	ERROR
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	LHS	-1095.95-1367.12x	[-1095.95-380.94x-986.18x = 7687.07+986.18x-986.18x]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	subtract	SKILL	1095.95	[-1095.95-1367.12x = 7687.07]subtract	BUG
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	add	SKILL	1095.95	[-1095.95-1367.12x = 7687.07]add	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	LHS	-1367.12x	[-1095.95-1367.12x+1095.95 = 7687.07+1095.95]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	RHS	8783.02	[-1095.95-1367.12x+1095.95 = 7687.07+1095.95]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	divide	SKILL	-1367.12	[-1367.12x = 8783.02]divide	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	LHS	x	[-1367.12x/-1367.12 = 8783.02/-1367.12]typein	OK
STU_Hrje STU_Hrje	-1095.95-380.94x = 7687.07+986.18x	typein	RHS	-6.4244	[-1367.12x/-1367.12 = 8783.02/-1367.12]typein	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	subtract	SKILL	4173	[-9105 = -1874y+4173]subtract	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	LHS	-13278	[-9105-4173 = -1874y+4173-4173]typein	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	RHS	-1874y+4173-4173	[-9105-4173 = -1874y+4173-4173]typein	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	clt	SKILL	-1874y+4173-4173	[-9105-4173 = -1874y+4173-4173]clt	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	RHS	-1874y	FinalAnswer	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	LHS	-13278	FinalAnswer	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	divide	SKILL	-1874	[-13278 = -1874y]divide	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	LHS	7.085378869	[-13278/-1874 = -1874y/-1874]typein	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	RHS	-1874y/-1874	[-13278/-1874 = -1874y/-1874]typein	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	rf	SKILL	7.085378869	[-13278/-1874 = -1874y/-1874]rf	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	LHS	7.085378869	FinalAnswer	OK
STU_kEGk STU_kEGk	-9105 = -1874y+4173	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	subtract	SKILL	2.38	[-6.08 = 2.38+0.84y]subtract	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	LHS	-8.46	[-6.08-2.38 = 2.38+0.84y-2.38]typein	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	RHS	2.38+0.84y-2.38	[-6.08-2.38 = 2.38+0.84y-2.38]typein	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	clt	SKILL	2.38+0.84y-2.38	[-6.08-2.38 = 2.38+0.84y-2.38]clt	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	RHS	0.84y	FinalAnswer	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	LHS	-8.46	FinalAnswer	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	divide	SKILL	0.84	[-8.46 = 0.84y]divide	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	LHS	-10.07142857	[-8.46/0.84 = 0.84y/0.84]typein	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	RHS	0.84y/0.84	[-8.46/0.84 = 0.84y/0.84]typein	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	clt	SKILL		[-8.46/0.84 = 0.84y/0.84]clt	ERROR
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	rf	SKILL	0.84y/0.84	[-8.46/0.84 = 0.84y/0.84]rf	OK
STU_kEGk STU_kEGk	-6.08 = 2.38+0.84y	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	16-36y = 65	subtract	SKILL	16	[16-36y = 65]subtract	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	16-36y-16	[16-36y-16 = 65-16]typein	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	RHS	65-16	[16-36y-16 = 65-16]typein	OK
STU_kEGk STU_kEGk	16-36y = 65	clt	SKILL	16-36y-16	[16-36y-16 = 65-16]clt	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	36y	FinalAnswer	BUG
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	36y	FinalAnswer	BUG
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	36y	FinalAnswer	BUG
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	-36y	FinalAnswer	OK
STU_kEGk STU_kEGk	16-36y = 65	auto-fill	rhs	65-16	FinalAnswer	OK
STU_kEGk STU_kEGk	16-36y = 65	mt	SKILL		[-36y = 65-16]mt	ERROR
STU_kEGk STU_kEGk	16-36y = 65	clt	SKILL	65-16	[-36y = 65-16]clt	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	RHS	49	FinalAnswer	OK
STU_kEGk STU_kEGk	16-36y = 65	auto-fill	LHS	-36y	FinalAnswer	OK
STU_kEGk STU_kEGk	16-36y = 65	divide	SKILL	-36	[-36y = 49]divide	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	-36y/-36	[-36y/-36 = 49/-36]typein	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	RHS	49/-36	[-36y/-36 = 49/-36]typein	OK
STU_kEGk STU_kEGk	16-36y = 65	rf	SKILL	-36y/-36	[-36y/-36 = 49/-36]rf	OK
STU_kEGk STU_kEGk	16-36y = 65	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	subtract	SKILL	8992	[2293x+8992 = -7181]subtract	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	LHS	2293x+8992-8992	[2293x+8992-8992 = -7181-8992]typein	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	RHS	-16172	[2293x+8992-8992 = -7181-8992]typein	ERROR
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	RHS	-16173	[2293x+8992-8992 = -7181-8992]typein	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	clt	SKILL	2293x+8992-8992	[2293x+8992-8992 = -7181-8992]clt	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	LHS	2293x	FinalAnswer	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	RHS	-16173	FinalAnswer	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	divide	SKILL	2293	[2293x = -16173]divide	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	RHS	-7.053205408	[2293x/2293 = -16173/2293]typein	OK
STU_kEGk STU_kEGk	2293x+8992 = -7181	typein	LHS	x	[2293x/2293 = -16173/2293]typein	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	add	SKILL	20.4	[-59.48 = 14.87x-20.4]add	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	LHS	-39.08	[-59.48+20.4 = 14.87x-20.4+20.4]typein	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	RHS	14.87x-20.4+20.4	[-59.48+20.4 = 14.87x-20.4+20.4]typein	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	clt	SKILL	14.87x-20.4+20.4	[-59.48+20.4 = 14.87x-20.4+20.4]clt	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	RHS	14.87x	FinalAnswer	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	LHS	-39.08	FinalAnswer	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	divide	SKILL	14.87x	[-39.08 = 14.87x]divide	BUG
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	divide	SKILL	14.87	[-39.08 = 14.87x]divide	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	LHS	-2.628110289	[-39.08/14.87 = 14.87x/14.87]typein	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	RHS	14.87x/14.87	[-39.08/14.87 = 14.87x/14.87]typein	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	rf	SKILL	14.87x/14.87	[-39.08/14.87 = 14.87x/14.87]rf	OK
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	RHS	y	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-59.48 = 14.87x-20.4	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	add	SKILL	3780	[-6859 = -1944y-3780]add	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	typein	LHS	-3079	[-6859+3780 = -1944y-3780+3780]typein	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	typein	RHS	-1944y-3780+3780	[-6859+3780 = -1944y-3780+3780]typein	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	clt	SKILL	-1944y-3780+3780	[-6859+3780 = -1944y-3780+3780]clt	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	typein	RHS	-1944y	FinalAnswer	OK
STU_kEGk STU_kEGk	-6859 = -1944y-3780	clt	SKILL	-3079	[-6859+3780 = -1944y]clt	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	add	SKILL	2070	[1778 = -1706y-2070]add	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	LHS	1778+2070	[1778+2070 = -1706y-2070+2070]typein	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	-1706y-2070+2070	[1778+2070 = -1706y-2070+2070]typein	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	clt	SKILL	-1706y-2070+2070	[1778+2070 = -1706y-2070+2070]clt	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	-1706y	FinalAnswer	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	LHS	3848	FinalAnswer	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	divide	SKILL	-1706	[3848 = -1706y]divide	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	LHS	3848/-1706	[3848/-1706 = -1706y/-1706]typein	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	1	[3848/-1706 = -1706y/-1706]typein	ERROR
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	-1706y/-1706	[3848/-1706 = -1706y/-1706]typein	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	rf	SKILL	-1706y/-1706	[3848/-1706 = -1706y/-1706]rf	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	auto-fill	LHS	3848/-1706	[3848/-1706 = -1706y/-1706]rf	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	rds	SKILL		[3848/-1706 = -1706y/-1706]rds	ERROR
STU_kEGk STU_kEGk	1778 = -1706y-2070	rf	SKILL	-1706y/-1706	[3848/-1706 = -1706y/-1706]rf	OK
STU_kEGk STU_kEGk	1778 = -1706y-2070	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	subtract	SKILL	14.95	[14.95-5.09y = -3.76]subtract	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	LHS	14.95-5.09y-14.95	[14.95-5.09y-14.95 = -3.76-14.95]typein	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	RHS	-18.71	[14.95-5.09y-14.95 = -3.76-14.95]typein	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	clt	SKILL	14.95-5.09y-14.95	[14.95-5.09y-14.95 = -3.76-14.95]clt	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	LHS	-5.09y	FinalAnswer	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	RHS	-18.71	FinalAnswer	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	divide	SKILL	-5.09	[-5.09y = -18.71]divide	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	LHS	1	[-5.09y/-5.09 = -18.71/-5.09]typein	ERROR
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	LHS	-5.09y/-5.09	[-5.09y/-5.09 = -18.71/-5.09]typein	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	RHS	3.675834971	[-5.09y/-5.09 = -18.71/-5.09]typein	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	rf	SKILL	-5.09y/-5.09	[-5.09y/-5.09 = -18.71/-5.09]rf	OK
STU_kEGk STU_kEGk	14.95-5.09y = -3.76	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	subtract	SKILL	6890	[-6316 = 6890+3711y]subtract	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	LHS	-13206	[-6316-6890 = 6890+3711y-6890]typein	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	RHS	6890+3711y-6890	[-6316-6890 = 6890+3711y-6890]typein	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	clt	SKILL	6890+3711y-6890	[-6316-6890 = 6890+3711y-6890]clt	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	RHS	3711y	FinalAnswer	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	LHS	574	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	LHS	-574	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	LHS	-13206	FinalAnswer	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	divide	SKILL	3711	[-13206 = 3711y]divide	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	LHS	-3.558609539	[-13206/3711 = 3711y/3711]typein	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	RHS	3711y/3711	[-13206/3711 = 3711y/3711]typein	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	rf	SKILL	3711y/3711	[-13206/3711 = 3711y/3711]rf	OK
STU_kEGk STU_kEGk	-6316 = 6890+3711y	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	subtract	SKILL	18.57	[-86.22y+18.57 = -40.74]subtract	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	-86.22y+18.57-18.57	[-86.22y+18.57-18.57 = -40.74-18.57]typein	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	RHS	-59.31	[-86.22y+18.57-18.57 = -40.74-18.57]typein	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	clt	SKILL	-86.22y+18.57-18.57	[-86.22y+18.57-18.57 = -40.74-18.57]clt	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	-86.22y	FinalAnswer	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	RHS	-22.17	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	RHS	-59.31	FinalAnswer	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	divide	SKILL	-86.22y	[-86.22y = -59.31]divide	BUG
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	divide	SKILL	-86.22	[-86.22y = -59.31]divide	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	-86.22	[-86.22y/-86.22 = -59.31/-86.22]typein	ERROR
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	-86.22/86.22y	[-86.22y/-86.22 = -59.31/-86.22]typein	BUG
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	-86.22y/-86.22	[-86.22y/-86.22 = -59.31/-86.22]typein	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	RHS	0.687891441	[-86.22y/-86.22 = -59.31/-86.22]typein	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	rf	SKILL	-86.22y/-86.22	[-86.22y/-86.22 = -59.31/-86.22]rf	OK
STU_kEGk STU_kEGk	-86.22y+18.57 = -40.74	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	add	SKILL	9976	[-9704x-9976 = 7413]add	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	LHS	-9704x-9976+9976	[-9704x-9976+9976 = 7413+9976]typein	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	RHS	7413+9976	[-9704x-9976+9976 = 7413+9976]typein	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	clt	SKILL	-9704x-9976+9976	[-9704x-9976+9976 = 7413+9976]clt	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	LHS	-9704x	FinalAnswer	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	RHS	8409	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	RHS	8409	FinalAnswer	ERROR
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	RHS	17389	FinalAnswer	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	divide	SKILL	-9704	[-9704x = 17389]divide	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	LHS	-9704x/9704	[-9704x/-9704 = 17389/-9704]typein	BUG
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	LHS	-9704x/-9704	[-9704x/-9704 = 17389/-9704]typein	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	RHS	17389/-9704	[-9704x/-9704 = 17389/-9704]typein	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	rf	SKILL	-9704x/-9704	[-9704x/-9704 = 17389/-9704]rf	OK
STU_kEGk STU_kEGk	-9704x-9976 = 7413	typein	LHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-245-201/y = 415	add	SKILL	245	[-245-201/y = 415]add	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	LHS	-245-201/y+245	[-245-201/y+245 = 415+245]typein	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	RHS	415+245	[-245-201/y+245 = 415+245]typein	OK
STU_kEGk STU_kEGk	-245-201/y = 415	clt	SKILL	415+245	[-245-201/y+245 = 415+245]clt	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	RHS	660	FinalAnswer	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	LHS	-201/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-245-201/y = 415	multiply	SKILL	y	[-201/y = 660]multiply	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	LHS	-201/y*y	[-201/y*y = 660y]typein	OK
STU_kEGk STU_kEGk	-245-201/y = 415	typein	RHS	660y	[-201/y*y = 660y]typein	OK
STU_kEGk STU_kEGk	-245-201/y = 415	mt	SKILL	-201/y*y	[-201/y*y = 660y]mt	OK
STU_kEGk STU_kEGk	556/y+608 = 343	subtract	SKILL	608	[556/y+608 = 343]subtract	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	556/y+608-608	[556/y+608-608 = 343-608]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	RHS	343-608	[556/y+608-608 = 343-608]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	clt	SKILL	556/y+608-608	[556/y+608-608 = 343-608]clt	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	556/y	FinalAnswer	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	RHS	-265	FinalAnswer	OK
STU_kEGk STU_kEGk	556/y+608 = 343	multiply	SKILL	y	[556/y = -265]multiply	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	556/y*y	[556/y*y = -265y]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	RHS	-265y	[556/y*y = -265y]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	mt	SKILL	556/y*y	[556/y*y = -265y]mt	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	556	FinalAnswer	OK
STU_kEGk STU_kEGk	556/y+608 = 343	auto-fill	RHS	-265y	FinalAnswer	OK
STU_kEGk STU_kEGk	556/y+608 = 343	divide	RHS	-265	[556 = -265y]divide	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	556/-265	[556/-265 = -265y/-265]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	RHS	-265y/-265	[556/-265 = -265y/-265]typein	OK
STU_kEGk STU_kEGk	556/y+608 = 343	rf	SKILL	-265y/-265	[556/-265 = -265y/-265]rf	OK
STU_kEGk STU_kEGk	556/y+608 = 343	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	10+90/x = 46	subtract	SKILL	10	[10+90/x = 46]subtract	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	LHS	10+90/x-10	[10+90/x-10 = 46-10]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	RHS	46-10	[10+90/x-10 = 46-10]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	clt	SKILL	10+90/x-10	[10+90/x-10 = 46-10]clt	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	LHS	90/x	FinalAnswer	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	RHS	36	FinalAnswer	OK
STU_kEGk STU_kEGk	10+90/x = 46	multiply	SKILL	x	[90/x = 36]multiply	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	LHS	90/x*x	[90/x*x = 36x]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	RHS	36x	[90/x*x = 36x]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	mt	SKILL	90/x*x	[90/x*x = 36x]mt	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	LHS	90	FinalAnswer	OK
STU_kEGk STU_kEGk	10+90/x = 46	auto-fill	RHS	36x	FinalAnswer	OK
STU_kEGk STU_kEGk	10+90/x = 46	divide	SKILL	36	[90 = 36x]divide	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	LHS	90/36	[90/36 = 36x/36]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	RHS	36x/36	[90/36 = 36x/36]typein	OK
STU_kEGk STU_kEGk	10+90/x = 46	rf	SKILL	36x/36	[90/36 = 36x/36]rf	OK
STU_kEGk STU_kEGk	10+90/x = 46	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	subtract	SKILL	69	[-37/y+69 = -17]subtract	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	LHS	-37/y+69-69	[-37/y+69-69 = -17-69]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	RHS	-86	[-37/y+69-69 = -17-69]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	clt	SKILL	-37/y+69-69	[-37/y+69-69 = -17-69]clt	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	LHS	-37/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	RHS	-86	FinalAnswer	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	multiply	SKILL	y	[-37/y = -86]multiply	OK
